cleaned_text,Vader,RoBERTa
dajjal ratna dan santoso ini yang mengatur orang-orang dan semua tetangga saya dibuat memakan ribuan organ organ tubuh mister dari dulu sampai sekarang dajjal ratna dan santoso ini yang membuat semuanya ternyata dari dulu mereka tidak ada henti-hentinya agar mereka kaya dan saya yang dijadikan tumbal oleh mereka saya yang dibuat miskin dan mati oleh mereka pokoknya tidak bisa tidak mereka semua harus mati dajjal ratna dan santoso ini bekerja seperti iblis semakin kejam mister dibunuh karena mereka beribu-ribu mister mereka bunuh dari dulu dengan berbagai macam cara yang sangat kejam seperti monster gila mengambil organ organ tubuh mister dengan sangat kera dan memakannya mentah mentah sampai mereka muntah muntah seperti monster gila pokoknya tidak bisa tidak mereka semua juga dajjal ratna dan santoso ini harus mati mereka bukan manusia membunuh mereka akan masuk surga sampai sekarang mereka masih terus-menerus membunuh mister dan selama-lamanya mereka akan terus-menerus membunuh mister dan orang-orang dajjal ratna dan santoso ini seperti yang saya katakan semua yang saya katakan tentang dajjal ratna dan santoso ini adalah benar mereka bekerja seperti iblis gila terus-menerus dari dulu mereka terus-menerus ikut membunuh mister dan terus-menerus membunuh mister secara sendiri sampai sekarang mereka terus-menerus ikut membunuh mister dan menyuruh mengambil organ organ tubuh mister dengan sangat kera dan mereka sendiri juga mengambil organ organ tubuh mister seperti monster gila dan memakannya mentah-mentah semua yang saya katakan tentang mereka adalah benar mereka terus-menerus bekerja seperti iblis mereka sendiri juga mengambil organ organ tubuh mister dan memakannya seperti iblis gila pokoknya semua yang saya katakan tentang dajjal ratna dan santoso ini adalah benar mereka membunuh sangat banyak sekali mister seperti monster gila juga mereka terus-menerus bekerja seperti iblis gila semakin banyak semakin kejam mister dibunuh dan terus-menerus mister dibunuh karena dajjal ratna dan santoso ini,0,0
corporate ownership housing terrible idea,-1,-1
little good deed make people forget bad deed cool,-1,1
include bill gate,0,0
yes make sell one hoarded,1,0
wonder going help zionist,1,0
finally bought housing market face_with_tears_of_joy,0,1
excited see libtards get pissed,-1,-1
funny thing thing happen help american people .. announce .. never happen .. thing no one see coming happen not_happen blackstone many not_allow,1,-1
finally move president agree,1,1
lefty spun tds,0,0
grift not_do anything unless benefit lackies,1,-1
biden blackrock/blackstone invitation home bought billion dollar worth single family home lying part nothing happy wef agenda destroy,-1,-1
even idiot sometimes correct zero trust agenda never done anything not_benefiting crony .. would different not_believe face value rummage deeper benefit catch bad reporting not_even scratched surface ..,1,-1
lil late already especially good one,1,1
sure another strong arm tactic trump,1,0
one charlie kirk ’ big thing probably influence trump,0,0
go trump thumbs_up united_states start black rock,0,0
hope becomes real thing,1,1
actually great first tear eye excited trump agenda item,1,1
god damn tear eye,-1,-1
awesome administration protecting child predator,1,-1
definitely good step right direction housing,1,1
one good thing bad thing,-1,0
awesome ban foreign company buying land,1,-1
need work stopping gate buying farm land,-1,-1
friend want first dibs not_one altruistic bone man ’ body,1,0
guy idiot think going make dent housing market,-1,-1
curious particular initially sounded really good banning company owning home would make unavailable anybody rent,1,1
please bro please,1,0
thank president trump red_heart united_states red_heart united_states red_heart united_states red_heart,1,1
different student loan forgiveness,1,0
also ban home developer staff buying new home huge problem hawaii developer realtor staff buy home within minute released local camp week get new home parent neighbor developer staff flip home high profit couple year later,-1,0
главный педофил страны,0,0
even smaller share sound,1,0
mean much trump not_my favorite awesome,1,-1
not_go thru want cut heard hear first,-1,0
market need investor main housing stock investing home extremely risky buying existing home not_the problem lack housing start particularly `` starter home '',-1,-1
thank god becoming homeless,1,1
actually going happen though,0,0
big demographic woman take men money divorce buy personal house not_work reduces housing supply drive cost no matter small,0,0
always broadcasting crap,-1,-1
trump actually pushing policy make life better someone pinch must dreaming face_with_tears_of_joy let u see like less ice arresting non-criminals threatening ally not_going hold breath would love surprised,1,1
wow something actually good,1,1
not_move ban .. ban ..,-1,-1
good job trump right home israeli come steal,-1,0
wait something good american people swear trump better actually help many american housing monopoly residential housing city owned wall street rent gone,1,1
remember not_agreeing agreeing u,1,-1
look took get single bone thrown working class face_with_tears_of_joy oh well got take give u guess,1,0
finally picking fight actually fight back tear eye actually lose big tear eye,-1,-1
make super block earn bigger win,1,1
wall street not_the problem china india iran one buying land like crazy decade,-1,0
corporate speak equal not_as bad think reality worse think,-1,0
ghost visit trump night .. laughing a**,1,-1
cue tds left protest support blackstone wall street,1,0
wall street afford purchase sell working class people not_afford eat,0,-1
cap credit card actually come pas first good thing dude actually ever done,1,1
one thing agree administration,1,0
finaly good take trump private equity company well,1,1
extremely rare trump win,1,1
saying anything day .. still waiting check,0,0
orange maniac actually something needed people people would like thing like often,1,1
hopefully succeeds making happen,1,1
awesome finally president something regular people screw wall street,1,1
actually take back everything bad ever said narcissistic sociopath,-1,-1
much better plan madhami 's plan getting rid u dream,1,0
black stone hate gang v,-1,-1
huh kind weird seeing something good,1,0
"read title video also white people buy .. cuz remember racist towards black brown people know, know",-1,-1
go corporation hoarding ram creating computer market crash next,-1,-1
god bless trump,1,1
propaganda medium say bad .. .. ..,-1,-1
maybe not_have eat another ceo year,0,0
taco going back well calling,1,1
go one good thing done skeptical,1,1
keep eye trump lie instinctively not_let take credit something not_represent,1,-1
news station news station argues bad idea never believe say,-1,-1
owning home racist per mayor nyc,-1,-1
erm racist actually,-1,-1
set cap property owned force sell many require meet cap,0,0
thank private equity no business controlling even home go bid way higher citizen afford pay look u house 2-3 time year ago many place rent unaffordable family kid not_have take roommate not_know not_get evicted,0,0
trump thought hate anyone not_rich though,-1,-1
president xi china said something similar ago `` home living not_speculation '' shocked hear coming pr trump,-1,0
trump ban owning rental home right .. trump end ukraine phone call trump end ukraine get office trump end ukraine 1st day office trump end ukraine within week office .. know `` corporate news '' lying know news bobblehead 's paid lie,-1,-1
late yes need ban also retroactively force wallstreet dump residential home currently year,-1,0
private russian buddy buy instead,0,0
not_agree everything get behind,0,-1
going hilarious watching left hate democrat twist medium `` report '' already started .. ahahaha ..,-1,-1
democrat wanted would not_have no good anybody,-1,-1
0:43 oh noo feel bad ..,-1,-1
take care saudi owning land arizona u citizen u land,1,0
blame used home baby boomer mean baby boomer selling home corporation instead next generation crazy,-1,-1
look another good thing never trumpers never pay attention,1,0
yo actual trump win,1,0
impossible trump administration not_do good change got medium stunt not_do probably hoax safe face breaking evers law sun bread game,1,-1
wait week buy gun think people wait year buying another house,-1,0
ban china chinese citizen buying please,-1,0
wierd win ok. still sending unqualified people ice agent attack community shoot people,-1,-1
would require congress unless mike johnson bill hot air empty promise like u getting tariff check sure sound nice,1,0
not_letting wall street house racist face_with_tears_of_joy,-1,-1
feel like onion video sure loop hole closest donators look no tax overtime no tax tip tax scheme,1,0
finally something good trying,1,1
believe see trump lie easy breathes,1,-1
great job trump salute saluting_face clapping_hands clapping_hands clapping_hands,1,1
billionaire mega corporation buy sell entire neighborhood empty home like pokemon card school courtyard driving market higher meanwhile average person actualy want live one priced market completely forced infinite loop bedroom rent purgatory current average age first tear eye home buyer 43. fourty-three,-1,0
